surface,embedding
figured,0.673898 -0.943936 -0.571352 0.498848 -1.124120 1.886081 0.780450 1.000057 0.196015 0.255187 -0.255095 -0.158224 -0.801617 0.300619 2.714888 0.547441
bangladesh,-0.414483 -0.685921 0.219820 -0.126603 -0.844358 -0.065145 0.312263 0.083688 0.158671 -0.274546 0.553075 -0.579612 -0.203133 0.058089 -0.850465 0.237023
teeth,-0.260839 -0.874832 0.078576 -0.345270 -0.558729 0.532574 0.545718 0.541011 -0.338593 -0.106596 0.186226 -0.105609 -0.569302 -0.652481 -0.548452 0.067744
guide,-0.185026 -1.050826 0.188636 -0.039224 -0.528041 -0.888920 0.478025 0.182469 0.100864 0.060094 -0.089792 -0.482897 -0.502528 -0.567141 -1.045809 0.167207
ethnic,0.791057 0.195874 -0.624008 -0.327054 -0.388987 -0.410203 0.401030 0.524157 0.028421 0.457128 0.023782 0.449507 0.132309 -1.208649 -0.199539 -0.322279
wear,1.308806 1.232545 -0.265212 0.372292 -0.010298 -0.605035 0.776426 0.000366 0.021899 0.178116 0.253340 -0.044628 -0.273294 -0.019252 0.789959 -0.562873
overseas,-0.906279 -1.109571 -0.039075 0.114490 -0.002748 0.133333 0.225533 0.333920 -0.614575 0.217600 -0.319691 0.677609 -0.678397 0.717496 -0.258950 -0.371723
flat,0.746518 0.328863 -0.338063 1.110489 0.259421 -0.891673 0.632912 0.085053 -0.021049 0.824475 -0.598666 -0.121853 -0.117565 -0.643952 -0.279595 0.139320
plain,0.824246 -0.244610 -0.311941 0.070453 -0.409620 0.053146 0.373608 0.203443 -0.770221 0.347594 -0.064476 0.513219 0.400791 -1.035103 0.254874 0.253444
posed,0.817886 -0.656267 1.517086 1.333292 0.236332 -0.583571 0.877480 -0.761799 -0.208963 0.170580 0.349446 -0.525572 -0.113693 -0.033806 1.558138 -0.039459
chances,0.187663 -0.093420 -0.060835 -0.198498 -0.553207 0.603053 0.464523 0.708866 0.114376 -0.169366 0.468135 -0.304533 -0.915919 -1.141895 -0.913918 -0.215330
testimony,-0.064147 -0.743296 0.112126 0.713015 0.013077 -0.627314 0.537957 -0.252223 -0.334053 -0.364284 0.217624 -0.253509 -0.285007 -0.736925 -0.101737 0.042662
abdul,-0.104870 1.385645 -0.857509 0.088454 -0.887507 -0.557839 -0.020487 -0.502663 -0.450278 -0.099419 -0.199923 -0.476164 -0.061927 -0.343745 -0.523110 -0.472831
award,-0.099718 -0.277075 -0.601629 0.386576 -0.703665 -0.067320 0.354651 -0.294223 -0.455393 -0.452276 -0.179376 0.166842 -0.574770 0.030046 -0.239469 0.056736
player,-0.002255 -0.633261 0.448691 0.175905 -0.270870 -0.456026 0.248727 0.237205 -0.164216 0.235199 -0.146175 -0.401342 -0.370818 -1.050552 -0.355287 0.065498
fault,-0.014658 -0.724786 -0.064393 0.676014 -0.561143 -0.195807 0.457968 0.469241 -0.191324 0.129351 0.060514 -0.182288 -0.515123 -0.883457 -0.184878 0.544759
played,1.028870 -0.229625 0.986211 0.660964 0.193473 -1.116240 0.685636 -0.368891 0.097337 -0.046472 0.446081 -0.223076 -0.172075 -0.089219 1.232376 0.071698
clothes,-0.289810 -0.567711 0.398877 1.051318 -0.238956 -0.540354 0.471390 -0.340516 -0.084553 0.183409 0.139816 -0.371122 -0.311112 -0.589158 -0.248639 0.015072
’,-0.124209 1.150393 -0.235783 -0.052891 -1.037146 -0.423291 -1.131232 -0.085335 -0.763012 -0.579099 -1.035586 -1.546409 0.196142 0.113206 -0.184681 -0.506730
tet,0.169195 0.447143 -0.275928 -0.188036 -0.785584 0.631946 0.036594 0.234831 -0.458069 -0.908600 -0.214950 -0.440882 -0.314712 -0.623483 -0.451846 0.161295
…,-1.409822 1.480762 -0.085923 -0.767218 -0.341748 -0.672735 -0.529527 0.605252 -0.740516 -0.672007 -0.718623 -0.568026 -0.027349 -0.104472 -0.455614 -0.554976
compassionate,0.191994 -0.826593 -0.010409 0.526137 0.269326 -1.214729 0.334538 0.463751 0.152209 -0.170520 -0.621014 0.103216 -0.251764 -1.044561 -0.177974 0.179628
willow,0.051782 0.092366 -0.416413 -0.419402 -0.929225 0.036535 0.462882 0.218464 -0.343304 -0.038509 0.193886 0.102935 -0.139434 -0.627050 -0.502363 0.013959
moore,-0.425836 1.181805 -0.277226 -0.616649 -0.906203 -0.497214 0.019209 0.156520 0.073184 -0.433521 -0.514707 -0.833881 -0.452512 -0.572739 -0.666497 -0.167908
hodge,-0.642408 0.260466 0.115248 0.047471 -0.810041 -0.932566 -0.559664 0.194199 -0.397899 0.092581 -1.083186 -1.268293 -0.043320 -0.319192 -1.189365 0.055725
corners,-0.315397 -0.728554 0.523296 1.472960 -0.054044 -0.681367 0.361155 -0.525499 -0.261661 -0.328960 0.264581 -0.332115 -0.139819 -0.593306 -0.394012 -0.039927
_,-0.828383 0.881978 0.159573 -0.781684 -0.284726 -0.904764 -0.986749 0.599485 -1.092565 -0.655095 -0.607427 -0.735095 0.260288 -0.648669 0.660449 -0.134034
h,0.124592 0.680898 -0.711657 0.598117 -0.592824 -0.038287 -0.255987 -0.232738 -0.362540 -0.665497 -0.771667 -0.639603 -0.290229 -0.505201 -0.130430 -0.161963
obvious,1.046072 -0.574304 -0.381334 0.527192 -0.254601 0.204146 0.249412 0.197130 -0.475579 0.299131 -0.466048 0.383799 0.259211 -1.043647 -0.369173 0.267199
~,-0.628621 0.632938 -0.358069 -0.721570 -0.424869 -0.142961 -0.960440 0.799194 -1.048630 -1.243955 -0.649079 0.281461 -0.093476 -0.353176 1.191876 -0.070750
pigs,-0.301517 -1.027946 0.141872 -0.415828 -0.471940 -1.302900 0.416674 0.446059 0.135273 -0.015961 -0.169861 -0.531275 -0.595009 -0.611285 -1.076088 0.336500
besides,-0.335088 0.185037 0.294730 0.840661 -0.275016 0.684930 -0.474191 -0.578315 -0.174808 -0.347472 0.931686 0.613358 -0.980972 0.822243 0.721117 0.259450
tip,-0.052645 -0.493169 -0.298150 1.123444 -0.429429 -0.566636 0.238821 0.107217 -0.380480 -0.214301 0.021714 -0.324086 -0.178272 -0.603466 -0.648799 0.339474
implement,0.606999 -0.262481 1.131201 0.163976 0.388300 -1.474169 0.804090 0.255512 -0.571350 0.380506 0.127054 -0.454323 0.293958 -0.053159 0.910919 0.100862
flows,0.423272 -0.420585 0.465364 1.590642 -0.090006 -0.536922 0.593373 -0.162522 0.107452 -0.052424 0.494363 -0.638866 -0.253286 -0.212569 0.288193 -0.149120
patrick,0.061484 0.717148 -0.415969 -0.096543 -0.998324 -0.405461 -0.202900 -0.331879 -0.169069 -0.211257 -0.388145 -0.331204 -0.307209 -0.602178 -0.629175 -0.353587
roof,-0.261496 -0.631934 0.014078 0.447107 -0.423662 -0.906215 0.287499 0.329574 0.140262 -0.060726 0.146201 -0.325048 -0.610538 -0.919668 -1.024637 0.017695
allegations,0.099119 -0.661799 -0.258838 1.056042 -0.085950 -0.483759 0.064204 -0.230277 -0.306734 -0.190731 0.122078 -0.638610 -0.479007 -0.804743 -0.697373 -0.474951
permit,0.694802 -0.631827 -0.016344 0.340892 -0.157958 0.109507 0.455716 0.062910 -0.492437 -0.086654 -0.010549 -0.019007 -0.094370 -0.589230 -0.017225 0.012432
gains,-0.167670 -0.734715 0.149152 -0.088259 -0.895661 0.412959 0.418459 0.637701 0.277373 -0.367241 0.533404 -0.163747 -0.285041 -0.737332 -0.315323 -0.404232
schools,-0.242595 -0.531515 0.169499 0.402273 -0.674087 -0.736277 0.350934 0.105960 -0.092432 -0.174149 0.555929 -0.386583 -0.393244 -0.559341 -0.556583 0.009886
spots,-0.390756 -1.108227 -0.274738 0.297006 -0.923780 -0.324968 0.567668 0.292056 0.088316 -0.086346 0.155480 -0.442912 -0.515370 0.032570 0.196599 0.248846
southeast,0.406454 -0.235179 -0.577958 0.401506 -0.547285 -0.109137 0.053676 -0.213426 -0.512211 -0.261034 0.194638 0.047357 -0.124675 -0.561238 -0.855843 0.125866
managers,-0.277885 0.097239 0.012826 0.414416 -0.583352 0.284640 0.152671 0.478044 -0.128192 -0.255130 0.263419 -0.130343 -0.697412 -0.796465 -0.823871 -0.125766
honesty,0.348084 -1.112243 0.297077 -1.163401 -0.848734 0.113530 0.423397 1.012491 0.165969 0.137357 0.524581 -0.259761 -0.460771 -0.852321 -0.552679 -0.172646
pervez,0.238938 -0.993333 -0.524387 0.267645 -0.402423 -0.930251 0.011739 -0.805273 -0.492135 -0.219438 -0.383514 -0.224558 -0.220357 -0.084269 -1.195491 0.039387
ambitious,-0.115138 -0.131177 -0.071052 -0.277761 -0.134796 0.164730 0.226004 0.183208 -1.178840 -0.054193 -0.038559 1.465351 -0.101665 -0.245650 -0.057679 -0.438388
laura,0.024338 0.115947 -0.291555 -0.734664 -0.412451 -0.442777 0.089188 0.135344 -0.548604 -0.480786 -0.384048 -0.222302 -0.070438 -0.582583 -0.513275 -0.233477
ammunition,-0.322909 -1.014619 0.436038 -0.033401 -0.661131 -0.388398 0.122211 0.388639 -0.359829 -0.122471 0.322808 -0.047522 -0.504730 -0.309296 -0.522397 0.021542
hyatt,0.126034 0.111218 -0.378238 0.207885 -0.921113 0.008707 0.010219 -0.220306 -0.708253 0.056971 -0.306445 -0.270822 0.026128 -0.377898 -0.062347 0.151197
lieutenant,-0.026854 0.072128 -0.141458 0.050966 -0.635780 -0.426083 0.160725 0.192920 -0.387751 0.016563 0.082464 -0.035490 -0.252523 -1.049587 -0.570839 -0.118455
defined,1.059123 -0.239721 -0.190315 1.193086 0.313076 -0.368486 0.373771 -0.235300 -0.306020 0.197693 -0.151864 -0.131867 -0.180773 -0.485640 0.175513 0.028977
pack,0.325584 -0.355563 -0.080375 0.355930 -0.530204 -0.272023 0.396962 0.033730 -0.543337 0.134189 0.829845 -0.115286 -0.217564 -0.391825 0.720458 -0.262301
offering,0.905852 0.397487 0.186721 -0.706208 -0.650552 -0.998958 0.564580 0.526434 -0.022472 -0.030362 1.248923 0.090536 -0.099594 -0.154671 1.743920 -0.530217
entertainment,-0.358064 -0.609638 0.532187 0.682162 -0.277008 -0.157083 0.296580 -0.223092 -0.942678 -0.396146 -0.093910 0.198483 0.035719 -0.342618 0.195757 0.190408
availability,0.095556 -0.621663 0.072531 0.318174 -0.583260 -0.201757 0.329612 0.058264 -0.153626 0.180801 0.486255 -0.373638 -0.512765 -0.854209 -0.407911 -0.205241
attach,0.716382 0.290511 1.595371 -0.075261 0.400938 -1.486119 1.030531 -0.361406 -0.961559 0.166536 0.984783 0.178604 0.951962 -0.452649 2.810846 -0.446459
creation,-0.542180 -0.854758 0.381453 0.412652 -0.372238 -0.639004 -0.117082 0.383245 -0.285381 -0.570862 0.103293 -0.272327 -0.657534 -0.394987 -0.808487 -0.404117
replaced,0.689809 -0.479366 0.998250 -0.434895 0.252072 -1.456752 0.859546 0.404941 0.205603 0.383919 0.519499 -0.494096 -0.351041 -0.222912 0.760142 -0.128805
speech,0.013762 -0.538492 -0.174112 -0.448951 -0.710949 -0.168106 0.465097 0.441784 -0.043008 -0.082432 0.065808 -0.357928 -0.513588 -0.426961 -0.728469 0.234353
clan,0.044861 -0.666459 -0.234245 1.115164 -0.270896 -0.797349 0.331015 -0.377235 -0.591782 -0.398049 0.385689 -0.185844 -0.283479 -0.538505 -0.013546 0.201691
southwest,-0.064992 -0.360950 0.135083 -0.005169 -0.888236 -0.180712 0.419189 0.088989 -0.691816 0.150437 0.001399 0.004829 0.850498 -0.367426 -0.064041 0.011046
anne,-0.111259 0.331049 -0.188848 -0.564740 -0.945295 -1.194342 0.219991 0.143610 0.218961 -0.455078 0.052119 0.027496 -0.914856 -0.721169 -0.971928 0.504147
holidays,-0.525694 -1.111451 0.283807 0.033334 -0.299310 -1.073879 0.590223 0.139989 -0.141589 0.052975 0.180066 -0.637619 -0.542164 -0.516860 -0.789826 0.170190
glass,-0.070423 -0.274058 0.140943 0.553235 -0.659827 -0.571713 0.472208 0.041634 -0.354537 0.119727 0.466309 -0.081470 -0.001015 -0.682266 -0.479111 0.218173
mezza,0.242998 1.890309 -1.031750 0.012376 -0.791375 -0.152427 0.473330 -0.216885 -0.602359 -0.054797 0.215854 0.783419 -0.241611 -0.833374 -0.504784 -0.029524
easiest,0.047439 -0.538446 -0.003153 -0.634533 -0.666376 0.518550 0.050761 0.470661 -0.757342 0.040730 -0.024989 1.481384 -0.340606 -0.433753 -0.057449 -0.553614
painful,0.635225 -0.647734 -0.512288 0.449021 0.059634 0.008536 0.160761 0.507827 -0.708754 0.358758 0.155891 0.253046 -0.010807 -0.815325 1.601370 0.292279
1968,-0.565103 -0.681870 0.187995 0.146349 -0.774799 -0.782102 0.677901 0.388649 0.011027 0.015681 -0.269735 0.000156 0.358653 -0.671176 -1.097200 0.140458
17th,0.351174 -0.918796 -0.162133 -0.209051 -0.566584 -0.334870 0.452947 0.858030 0.236510 -0.053302 -0.039578 0.238581 -0.025075 -0.743846 0.041464 0.126657
1970,-0.307218 -0.785323 0.050215 -0.298161 -0.835132 -0.496213 0.654626 0.386523 -0.412452 -0.058182 -0.302965 0.442792 0.376087 -0.728184 -0.568880 0.469802
warmth,0.055215 -0.610103 -0.050161 1.397099 -0.101606 -0.076780 0.111970 0.004205 0.127371 -0.602262 0.349292 -0.328592 -0.757469 -1.068054 -0.835184 -0.461170
1987,-0.671964 -0.249065 -0.236996 -0.319880 -0.837245 -1.250350 0.915858 0.770907 -0.314923 -0.273222 -0.126221 0.330745 0.643102 -0.578793 -1.155887 0.479466
chicks,-0.444610 -0.036756 -0.371722 1.358398 -0.524167 2.665524 0.596830 0.238300 0.396683 -1.459963 0.106605 -0.586490 -1.047872 -0.613389 -0.625158 -0.281327
loi,-0.712448 -0.047924 0.046671 0.130918 -0.622407 -1.125675 0.236682 0.618374 -0.330954 -0.027076 0.423323 -0.605813 -0.490552 -0.482005 -0.697969 0.064254
unknown,-0.549767 0.414510 0.293696 -0.198327 -0.395937 -0.145509 0.153240 0.599448 -0.319340 0.121806 -0.086602 0.991661 -0.700483 -0.363252 -0.265843 -0.256257
blown,1.096841 -0.091849 -0.574234 0.349513 -0.335072 0.065796 0.663922 0.059844 -0.599297 0.514140 0.008860 0.008582 -0.038321 -0.103025 0.933729 0.209040
hanging,0.664689 -0.247189 0.377521 0.986106 0.156317 -0.831780 0.168368 0.323602 -0.298195 0.179241 -0.104854 -0.584985 -0.215306 -0.459682 0.268879 0.336792
commander,-0.014703 -0.706566 0.212537 2.490242 0.090556 -0.364440 -0.216437 -0.449254 0.073321 -0.929607 -0.054121 -0.292296 -0.476078 -1.194389 -0.230092 -0.368820
disappeared,-0.704013 0.242996 0.254625 1.383958 -0.023445 -0.288020 -0.227031 -0.162584 -0.611181 -0.308113 -0.113933 0.218161 -0.846589 0.163745 0.191301 -0.009540
keeps,0.880235 0.595236 -0.262767 0.176732 -0.479689 -0.331387 0.531290 0.347163 -0.440931 -0.035082 0.277250 -0.330401 -0.056554 0.154729 2.279968 -0.141526
obtain,1.138602 -0.364720 0.019131 -0.022579 0.165107 -0.622078 0.311571 0.191316 -0.664040 0.040997 -0.492752 -0.256305 0.333649 -0.205833 0.583960 -0.267625
corps,0.036209 -0.789180 0.018103 0.837427 -0.719645 0.350987 0.121225 -0.504685 0.011196 -0.306943 0.190180 -0.295373 -0.361525 -0.646873 -0.601913 -0.590104
763736,-0.544125 -0.206999 0.118924 1.504377 0.132358 -0.454924 -0.316044 -0.165690 -0.975576 -0.203374 -0.732570 0.025701 0.576018 -1.040511 0.607076 0.326759
relief,-0.170361 -0.377237 -0.536319 0.817849 -0.606573 -0.028048 0.389316 -0.454869 -0.528454 -0.157455 -0.160532 0.274808 -0.206904 -0.289849 0.055869 0.015727
heavily,-0.442045 1.308002 -0.372200 0.168214 0.076748 0.333730 -0.172244 0.048335 -0.763186 -0.248072 0.417617 1.348801 -1.079216 0.851792 -0.271206 -0.398573
earl,0.285131 0.438539 -0.132502 0.222087 -0.921159 -0.830339 -0.262902 -0.295640 0.014764 -0.758478 -0.345208 -0.221859 -0.811106 -0.739229 -0.524742 0.357718
milk,0.223523 0.064740 -0.410994 0.016280 -0.576230 0.156264 0.123596 0.559485 -0.272186 -0.000633 0.470268 -0.129268 -0.469030 -0.730586 -0.405649 0.021561
flakes,-0.308349 -0.674092 0.356321 -0.563748 -0.547887 -1.143479 0.634849 0.245576 0.048824 0.006269 0.295524 -0.348735 -0.300888 -0.518865 -0.739140 0.065458
adult,-0.428512 0.778735 -0.751532 0.496415 -0.784579 -0.433022 0.400362 -0.009012 -0.520101 0.068072 -0.191773 0.689555 -0.050693 -0.284362 -0.929036 -0.069545
philadelphia,-0.527713 0.403255 0.308015 0.073964 -0.847255 -0.445427 0.037290 0.139449 -0.209075 -0.106598 -0.065521 -0.624903 -0.092171 -0.691016 -0.286788 0.003353
transported,0.658566 -0.221157 0.109766 1.550486 0.030208 0.093222 0.495100 -0.241029 0.385962 0.273909 0.030323 -0.454878 -0.632301 -0.383563 0.407420 -0.411550
waiter,0.010468 -0.294802 0.256554 0.955850 -0.211745 0.118506 0.669442 -0.542564 -0.318253 -0.018088 0.135267 -0.247019 -0.306438 -1.002789 -0.332296 -0.053614
ryan,-0.058526 1.312043 -0.443644 -0.340431 -1.068876 -0.739331 -0.156141 -0.149597 -0.114431 -0.596756 -0.445754 -0.195370 -0.195881 -0.727978 -0.469247 0.063779
recommendations,-0.148781 -1.034456 -0.031864 -0.199705 -0.383189 -0.459715 0.351883 0.536517 0.328356 -0.307454 -0.084320 -0.471568 -0.698875 -0.597977 -0.857932 0.116240
cdec,-0.856504 1.286261 -0.026469 1.026247 -1.212271 -0.794844 0.100754 0.027521 0.191427 0.426079 0.020744 -0.709869 0.189829 -0.442345 -1.578931 -0.260845
brings,0.212321 -0.384613 -0.064195 -0.149486 -0.569508 -0.365123 0.441945 -0.151393 -0.871152 0.049069 0.985714 0.158426 -0.421647 0.348803 1.843123 -0.006462
passport,-0.204638 -0.236123 -0.491128 0.383494 -0.580570 0.638172 0.545542 0.560615 0.089648 -0.565833 0.328410 -0.215069 -0.617546 -0.662388 -0.243402 -0.110666
enovate,-0.118096 -1.227978 -0.138855 -0.604102 -0.772822 0.082795 0.125004 0.326683 -0.434590 0.178413 -0.004828 0.370497 0.166639 -0.482654 -0.657997 -0.654252
remained,1.355710 -0.071511 0.546799 0.859238 0.274419 -0.717175 0.712336 -0.162840 0.308792 0.231764 0.073397 -0.563247 -0.214978 0.003094 0.704944 -0.497675
billions,-0.004842 -0.406330 -0.143711 1.927238 0.025548 0.132532 0.468534 -0.283456 -0.033021 -0.730741 0.059070 -0.066238 0.091753 -0.717687 -0.150082 -0.354596
harris,-0.678393 0.719685 -0.110705 -0.806184 -1.025505 -1.515791 0.106443 0.172950 0.394714 -0.671021 -0.400150 -0.603978 -0.469813 -0.733543 -0.778755 -0.168706
permission,-0.451043 -1.180781 0.486721 0.990227 -0.413186 0.287081 0.445610 -0.101841 0.057397 -0.284809 0.232571 -0.581451 -0.120987 -0.555321 -0.611581 -0.412899
pays,0.798532 -0.390122 0.354534 0.117979 -0.208809 -0.578418 0.715455 0.705549 -0.061601 0.322707 0.136029 -0.274506 -0.265303 -0.132388 1.679729 0.412332
electrical,0.420158 0.758069 -0.744668 0.276144 0.072874 -0.675740 0.796367 0.205636 -0.257581 0.827041 -0.443736 0.312817 0.125752 -0.986161 -0.523382 0.092316
**,-0.728608 0.161082 0.207508 -0.980998 -0.229454 -0.907350 -1.364686 0.470391 -1.152511 -0.909348 -0.860231 -0.333122 0.232163 -0.488157 0.332971 -0.667157
towing,-0.201397 0.769627 -0.355510 0.904765 -0.594489 0.381182 0.302956 -0.172926 -0.095899 -0.665069 -0.212234 -0.190493 -0.344706 -0.548488 -1.212477 -0.261299
map,-0.110895 -0.983181 0.446702 0.748598 -0.518825 -0.729619 0.181044 0.235862 -0.071488 -0.367038 0.372025 -0.532788 -0.516238 -0.763649 -0.923641 0.380785
twenty,-0.059632 -0.081139 -0.303925 0.007086 -0.592286 -1.153202 0.536842 0.288908 -0.236323 -0.003154 -0.566217 0.592694 0.314975 -0.884998 -1.010176 0.466317
fees,0.227854 -0.827548 -0.023040 -0.423427 -0.684337 -0.215000 0.315544 0.371372 -0.001536 -0.032954 0.303743 -0.286351 -0.454060 -0.657781 -0.530804 -0.314211
picking,0.894249 0.855377 -0.140310 1.577179 -0.041522 -0.430460 0.806470 -0.169433 -0.589075 0.915106 -0.278982 0.080055 0.040815 0.198881 1.837932 0.605524
becomes,1.568134 -0.037875 0.480373 -0.450186 0.201714 -1.349992 0.698246 0.093248 -0.172722 -0.041897 0.861039 -0.041846 0.022463 -0.212515 1.525305 -0.444744
veterans,-0.155314 -0.948732 0.181063 0.618537 -0.488984 0.610516 0.374230 -0.172281 -0.330968 -0.763399 -0.201820 -0.363987 -0.088375 -0.511122 -0.769569 -0.132680
threats,-0.046676 -0.396844 0.437739 0.307862 -0.427194 -0.393941 0.255085 -0.233461 -0.438650 0.095097 0.551863 -0.078434 -0.247922 -0.673390 0.089384 -0.245950
uva,-0.233943 -0.522899 -0.181792 0.224959 -0.241663 -0.785124 0.521087 -0.026259 -0.148567 -0.199836 -0.158586 -0.376771 -0.382375 -0.435779 -0.991284 0.096476
commit,1.173728 -0.945265 0.283405 0.193113 -0.107587 -0.123018 0.374003 0.414963 0.093255 0.102857 -0.010616 -0.320304 0.061051 -0.259013 -0.053922 -0.683046
danger,-0.326552 -1.367566 0.664281 0.482210 -0.633418 0.083428 0.190149 0.234750 0.020026 -0.155768 0.346282 -0.107681 -0.464868 -0.623416 -0.595074 -0.500425
curb,0.839951 -0.706300 0.552834 -0.778219 -0.705743 0.183307 -0.145956 0.622734 -0.356751 0.474901 1.009828 0.130143 -0.371378 -1.004960 0.899583 -0.334443
trees,0.329551 -0.646907 0.003387 -0.000852 -0.810665 1.346458 0.376793 0.696755 0.169598 -0.402721 0.521715 -0.484883 -0.832903 -0.594255 -0.524577 -0.179632
granted,0.949466 -0.337900 0.244401 0.642623 -0.251410 -1.056353 0.434206 0.275443 0.094428 -0.021637 0.347039 -0.509852 -0.248071 0.173383 0.331283 -0.275885
happier,-1.086430 -0.685531 0.640379 0.582550 0.200670 -0.480753 0.545811 0.539882 -0.373956 -0.077314 -0.243917 0.797694 -0.899307 -0.004462 -0.274874 -0.220902
stick,0.479086 -0.439508 0.645622 0.148553 -0.476815 -0.203079 0.627270 0.233486 -0.217434 0.369987 0.549246 -0.130121 0.058449 -0.306957 1.619180 -0.206713
mhc,-0.149219 0.920683 0.149888 -0.927770 -1.154866 -1.191566 -0.094779 0.156842 0.474969 -0.883446 -0.314048 -0.358901 -1.120743 -0.848979 -0.743595 0.588630
highest,-0.568100 -0.800331 0.545227 0.099509 -0.096255 0.024103 0.384377 0.364685 -1.053261 -0.121872 -0.124082 1.038758 0.004543 -0.191259 -0.323769 0.071108
shared,1.253518 -0.067894 -0.213152 1.628279 -0.092113 -0.537647 0.296661 0.164325 -0.204143 0.048856 -0.266149 -0.163335 -0.232569 -0.010275 1.113077 0.143807
29,-0.317715 -0.854907 0.803954 0.024704 -0.741267 -0.196457 0.625667 -0.404476 -0.331561 0.236921 -0.489817 0.464197 0.407078 -0.779121 -0.275178 0.221325
scam,-0.101610 -0.173270 0.281665 0.052602 -0.665535 -0.743193 0.518717 0.176455 0.054514 -0.166094 0.228882 -0.484079 -0.819537 -0.491381 -1.204286 0.443925
midas,0.106067 -0.163743 0.010457 0.354581 -0.485712 1.412577 0.182399 -0.131272 -0.673677 -0.545293 -0.382713 -0.671844 -0.202097 -0.595122 -0.502465 -0.064625
1st,0.493454 -1.072934 -0.132540 -0.079211 -0.528466 -0.341291 0.131827 0.387260 -0.344044 0.192883 -0.140454 -0.054794 -0.042652 -0.745487 -0.423620 0.138910
32,-0.270281 -0.465230 0.385030 -0.254288 -0.615894 -0.767032 0.664419 0.305331 -0.416136 0.161287 -0.093723 0.442524 0.539992 -0.854495 -0.550312 0.329072
